EnsemblProteinFamilyID(s)	HGNCsymbol
ENSFM00500000271366	PTRF
ENSFM00250000008602	C1orf216
ENSFM00760001762883	TTYH1
ENSFM00760001762882	TTYH1
ENSFM00500000269649	HIST1H4F
ENSFM00250000006988	PSMC3IP
ENSFM00690001366952	PSMC3IP
ENSFM00690001366953	PSMC3IP
ENSFM00250000001101	STXBP2
ENSFM00500000290035	STXBP2
ENSFM00500000275507	PINLYP
ENSFM00500000270469	IMP4
ENSFM00550000764131	IMP4
ENSFM00580000903920	SYNE4
ENSFM00580000907795	SYNE4
ENSFM00250000008726	SYNE4
ENSFM00250000006104	TTC5
ENSFM00640001119954	TTC5
ENSFM00250000002891	CSTF3
ENSFM00550000767213	CSTF3
ENSFM00550000760317	CSTF3
ENSFM00610000970713	CSTF3
ENSFM00610000964534	CSTF3
ENSFM00250000000829	PPP2R2B
ENSFM00600000938000	PPP2R2B
ENSFM00580000910629	PPP2R2B
ENSFM00580000910630	PPP2R2B
ENSFM00580000910631	PPP2R2B
ENSFM00580000910632	PPP2R2B
ENSFM00580000910633	PPP2R2B
ENSFM00500000270126	CHPT1
ENSFM00630001064751	CHPT1
ENSFM00630001070539	CHPT1
ENSFM00730001522106	SLC22A1
ENSFM00620001021060	SLC22A1
ENSFM00260000050411	DDR2
ENSFM00660001182494	VWA3A
ENSFM00740001589509	VWA3A
ENSFM00740001589111	FHL5
ENSFM00500000269875	PSMA7
ENSFM00250000001220	ARAP1
ENSFM00500000277299	NEDD8
ENSFM00610000955750	NEDD8
ENSFM00500000269768	TRPV1
ENSFM00250000000986	SH3GL1
ENSFM00700001407403	SH3GL1
ENSFM00800002003394	CDK1
ENSFM00760001715125	ANGPTL7
ENSFM00250000009092	FAM216A
ENSFM00630001068290	FAM216A
ENSFM00250000005592	MLEC
ENSFM00500000302318	KRTAP22-2
ENSFM00250000002922	GLOD4
ENSFM00670001272905	GLOD4
ENSFM00670001282268	GLOD4
ENSFM00670001272906	GLOD4
ENSFM00670001272907	GLOD4
ENSFM00670001272908	GLOD4
ENSFM00670001272909	GLOD4
ENSFM00690001375078	GLOD4
ENSFM00670001249556	ZNF880
ENSFM00250000000002	ZNF880
ENSFM00500000272354	CCDC42
ENSFM00680001326443	CCDC42
ENSFM00500000277368	GP9
ENSFM00780001898455	WDR70
ENSFM00610000958278	SPAG11B
ENSFM00790001974326	SPAG11B
ENSFM00620000999720	SPAG11B
ENSFM00760001744361	SPAG11B
ENSFM00500000284736	SPAG11B
ENSFM00670001249714	SPAG11B
ENSFM00500000340630	SPAG11B
ENSFM00500000275113	SPAG11B
ENSFM00250000005766	PEX16
ENSFM00610000967863	PEX16
ENSFM00610000970770	PEX16
ENSFM00610000962020	PEX16
ENSFM00580000907136	LRAT
ENSFM00250000006678	LRAT
ENSFM00500000269897	ATP10A
ENSFM00640001118146	ATP10A
ENSFM00250000001652	FERMT1
ENSFM00250000001227	LPIN2
ENSFM00480000262834	NENF
ENSFM00500000304535	SPRR1B
ENSFM00500000283192	SPRR2D
ENSFM00670001235241	H2AFJ
ENSFM00800002004148	XIRP2
ENSFM00250000001847	XIRP2
ENSFM00730001521436	VCAN
ENSFM00670001235821	GLIPR1L1
ENSFM00790001977139	GLIPR1L1
ENSFM00630001072235	GLIPR1L1
ENSFM00770001852591	KRTAP6-3
ENSFM00250000001358	IRS4
ENSFM00730001521500	GRIN2B
ENSFM00790001975127	GRIN2B
ENSFM00250000005926	SGOL2
ENSFM00250000001707	CHKA
ENSFM00500000270764	COLEC11
ENSFM00500000271684	IL1RN
ENSFM00250000000895	NME4
ENSFM00550000761041	NME4
ENSFM00550000761570	NME4
ENSFM00600000921420	SLC10A5
ENSFM00250000002568	NDE1
ENSFM00670001275928	NDE1
ENSFM00710001442021	ZNF202
ENSFM00610000971504	ZNF202
ENSFM00610000971505	ZNF202
ENSFM00500000273913	VEGFB
ENSFM00620001021137	VEGFB
ENSFM00250000005609	MMADHC
ENSFM00250000006351	SBDS
ENSFM00250000008024	KCNE1
ENSFM00500000273102	OR2AT4
ENSFM00250000000852	GBP2
ENSFM00500000271631	PLEKHB1
ENSFM00620001011153	PLEKHB1
ENSFM00250000009983	FBXO48
ENSFM00250000001495	USP17L4
ENSFM00730001522188	HS3ST5
ENSFM00670001235710	SOX4
ENSFM00250000008723	C12orf40
ENSFM00500000270455	RBMY1A1
ENSFM00550000746400	RBMY1A1
ENSFM00250000002826	SLC25A40
ENSFM00550000762371	SLC25A40
ENSFM00550000770239	SLC25A40
ENSFM00670001236635	URM1
ENSFM00380000125803	URM1
ENSFM00500000420270	URM1
ENSFM00550000752121	URM1
ENSFM00250000006501	TEDDM1
ENSFM00730001544012	BASP1
ENSFM00670001241603	BASP1
ENSFM00760001714657	PCDH9
ENSFM00760001754382	PCDH9
ENSFM00500000270383	ING2
ENSFM00670001237088	CST3
ENSFM00250000003776	DYM
ENSFM00680001317164	DYM
ENSFM00680001307203	DYM
ENSFM00680001315687	DYM
ENSFM00730001521655	WWP2
ENSFM00660001182523	WWP2
ENSFM00800002004005	TMEM106A
ENSFM00250000033648	KRTAP6-2
ENSFM00740001589605	ZNF474
ENSFM00580000908323	ZNF474
ENSFM00580000908870	ZNF474
ENSFM00550000758768	MTX2
ENSFM00250000005082	MTX2
ENSFM00550000752969	MTX2
ENSFM00250000002033	NUCB1
ENSFM00550000757058	NUCB1
ENSFM00250000002631	PARD6G
ENSFM00690001369576	PARD6G
ENSFM00600000922119	TMEM91
ENSFM00620001017029	TMEM91
ENSFM00620001011340	TMEM91
ENSFM00800002003441	AFG3L2
ENSFM00800002003575	ASXL3
ENSFM00690001370906	ASXL3
ENSFM00690001374120	ASXL3
ENSFM00690001374122	ASXL3
ENSFM00690001374121	ASXL3
ENSFM00690001374119	ASXL3
ENSFM00690001374153	ATP9B
ENSFM00440000236881	ATP9B
ENSFM00690001374154	ATP9B
ENSFM00690001374155	ATP9B
ENSFM00650001140888	ATP9B
ENSFM00690001374156	ATP9B
ENSFM00730001521355	DHX32
ENSFM00730001521376	SEMA6B
ENSFM00670001263082	SPG7
ENSFM00800002003722	SPG7
ENSFM00760001763608	SPG7
ENSFM00660001189865	SPG7
ENSFM00750001660197	SPG7
ENSFM00740001589439	FAM151A
ENSFM00250000004447	PROSER1
ENSFM00500000282925	PKIA
ENSFM00800002003425	XPNPEP1
ENSFM00500000269589	NOTCH1
ENSFM00250000002287	FAM76B
ENSFM00620001021165	FAM76B
ENSFM00620001021164	FAM76B
ENSFM00620001015600	FAM76B
ENSFM00640001115673	ARHGAP5
ENSFM00250000002482	ARHGAP5
ENSFM00250000000572	ARR3
ENSFM00250000001193	ZNF280B
ENSFM00470000251471	SENP6
ENSFM00580000905871	SENP6
ENSFM00250000000912	UTY
ENSFM00500000270150	PDHB
ENSFM00250000003357	ACOT11
ENSFM00250000001077	SLC35A3
ENSFM00250000008611	KIAA1522
ENSFM00250000005534	DCAF5
ENSFM00640001120055	DCAF5
ENSFM00550000761966	C5orf38
ENSFM00250000020608	C5orf38
ENSFM00580000909068	C5orf38
ENSFM00730001521842	NUBP1
ENSFM00670001282157	NUBP1
ENSFM00400000131750	ITGA3
ENSFM00690001375418	ITGA3
ENSFM00250000010660	FAM110D
ENSFM00250000001230	SLC34A2
ENSFM00500000273836	VWA1
ENSFM00580000910229	VWA1
ENSFM00500000275312	ERAS
ENSFM00250000002398	PI4K2A
ENSFM00750001632689	TRAV19
ENSFM00750001632381	CETN1
ENSFM00250000008007	FAM149A
ENSFM00580000907674	FAM149A
ENSFM00580000907675	FAM149A
ENSFM00580000907676	FAM149A
ENSFM00580000909936	FAM149A
ENSFM00250000006118	ICE1
ENSFM00760001714822	TRIP12
ENSFM00250000006838	LOH12CR1
ENSFM00250000001959	NRBP1
ENSFM00800002007313	NRBP1
ENSFM00250000008980	C1orf194
ENSFM00610000973396	C1orf194
ENSFM00610000967635	C1orf194
ENSFM00730001521620	MYL10
ENSFM00250000005927	GPATCH2L
ENSFM00640001120071	GPATCH2L
ENSFM00640001117046	GPATCH2L
ENSFM00640001117047	GPATCH2L
ENSFM00640001120072	GPATCH2L
ENSFM00800002003818	QSER1
ENSFM00610000962819	QSER1
ENSFM00800002003375	SLC1A3
ENSFM00260000051437	ZBTB39
ENSFM00740001589208	CFHR3
ENSFM00730001521902	MGAT4D
ENSFM00580000909252	MGAT4D
ENSFM00580000908386	MGAT4D
ENSFM00250000001196	ACSM1
ENSFM00600000922075	PCSK1N
ENSFM00500000273218	CCDC124
ENSFM00800002003386	KIF3B
ENSFM00260000051013	NR6A1
ENSFM00250000007237	NRSN1
ENSFM00760001721011	NRSN1
ENSFM00670001236126	GLOD5
ENSFM00730001521851	GUCY1A3
ENSFM00580000908828	GUCY1A3
ENSFM00500000270614	PPP1R3B
ENSFM00730001521154	YWHAZ
ENSFM00600000940343	YWHAZ
ENSFM00600000940344	YWHAZ
ENSFM00500000275515	C1orf100
ENSFM00680001320100	CCNL2
ENSFM00370000118616	CCNL2
ENSFM00740001589239	PLD1
ENSFM00550000767323	PLD1
ENSFM00250000020460	PLD1
ENSFM00500000376900	PBOV1
ENSFM00250000001495	USP17L1
ENSFM00400000131715	GLRA3
ENSFM00260000050489	ZNF362
ENSFM00670001238362	TMEM88B
ENSFM00250000006080	CHFR
ENSFM00760001743054	CHFR
ENSFM00760001743055	CHFR
ENSFM00620001021004	CHFR
ENSFM00620001015057	CHFR
ENSFM00730001540832	CHFR
ENSFM00550000747352	SLC26A3
ENSFM00250000000278	SLC26A3
ENSFM00250000001340	CASP5
ENSFM00730001521868	OR8I2
ENSFM00500000270181	UMOD
ENSFM00670001282172	UMOD
ENSFM00620001020999	FZD10
ENSFM00740001589227	FZD10
ENSFM00440000236963	CCDC141
ENSFM00270000056513	RAB34
ENSFM00690001370431	RAB34
ENSFM00740001609422	RAB34
ENSFM00750001632367	ZKSCAN8
ENSFM00260000050925	PDIA5
ENSFM00560000808905	PDIA5
ENSFM00560000800452	PDIA5
ENSFM00730001522067	CNGB3
ENSFM00250000006740	LRIF1
ENSFM00250000004816	SPO11
ENSFM00250000001044	GRHL1
ENSFM00560000804333	GRHL1
ENSFM00500000273240	DYNLT3
ENSFM00250000001909	SESN3
ENSFM00620001015747	SESN3
ENSFM00250000002663	SOAT2
ENSFM00500000273674	ZNF593
ENSFM00500000480812	ZNF593
ENSFM00730001521252	ZNF549
ENSFM00700001407698	ZNF549
ENSFM00700001402641	ZNF549
ENSFM00800002003736	RHOD
ENSFM00730001521652	ESR2
ENSFM00760001714782	GTF2I
ENSFM00670001235442	CEACAM7
ENSFM00250000001656	TCP11L1
ENSFM00610000969235	TCP11L1
ENSFM00250000003371	MEN1
ENSFM00250000000490	ATP6V0A2
ENSFM00600000923588	PROL1
ENSFM00560000848875	ZNF467
ENSFM00750001632570	ZNF467
ENSFM00500000277948	UBL4B
ENSFM00730001521469	RAB2A
ENSFM00610000969701	RAB2A
ENSFM00610000973734	RAB2A
ENSFM00610000973735	RAB2A
ENSFM00500000270282	SRSF9
ENSFM00730001521743	GATA1
ENSFM00250000005894	CASP8AP2
ENSFM00730001521868	OR8H2
ENSFM00250000000220	TPM3
ENSFM00580000910297	TPM3
ENSFM00580000909243	TPM3
ENSFM00580000907989	TPM3
ENSFM00250000000545	GNB4
ENSFM00560000807818	GNB4
ENSFM00250000001984	ESRP1
ENSFM00600000945471	ESRP1
ENSFM00250000007324	IQCG
ENSFM00550000756233	IQCG
ENSFM00250000002125	SIAH2
ENSFM00380000124724	TPTE
ENSFM00250000007239	NEIL3
ENSFM00580000907162	NEIL3
ENSFM00670001258032	CEACAM21
ENSFM00670001235442	CEACAM21
ENSFM00250000005161	C21orf33
ENSFM00250000000852	GBP6
ENSFM00250000006052	PUSL1
ENSFM00250000001137	KHSRP
ENSFM00700001407411	KHSRP
ENSFM00700001403263	KHSRP
ENSFM00250000006393	PYROXD2
ENSFM00250000004843	TRMT1
ENSFM00690001372981	TRMT1
ENSFM00690001372982	TRMT1
ENSFM00740001589367	IRF2BPL
ENSFM00700001407481	SUGP2
ENSFM00250000005667	SUGP2
ENSFM00700001402455	SUGP2
ENSFM00500000270304	FBXL20
ENSFM00670001235580	FKBP1A
ENSFM00760001762535	FKBP1A
ENSFM00760001752424	FKBP1A
ENSFM00760001754247	FKBP1A
ENSFM00670001236141	COX6A1
ENSFM00800002003740	HGFAC
ENSFM00250000004144	NOTUM
ENSFM00500000270850	GSTP1
ENSFM00760001748525	GSTP1
ENSFM00760001751496	GSTP1
ENSFM00740001589465	USH2A
ENSFM00250000000514	NAV3
ENSFM00500000273733	KIAA1875
ENSFM00250000009139	C12orf56
ENSFM00730001521433	CPB1
ENSFM00560000823237	CPB1
ENSFM00250000000793	SORCS1
ENSFM00250000009009	TRMT61B
ENSFM00480000262794	WWOX
ENSFM00660001174734	WWOX
ENSFM00660001174735	WWOX
ENSFM00250000005106	CEP78
ENSFM00250000003045	MTO1
ENSFM00600000939676	MTO1
ENSFM00600000939677	MTO1
ENSFM00250000000852	GBP7
ENSFM00760001763350	ACACA
ENSFM00760001763351	ACACA
ENSFM00760001763353	ACACA
ENSFM00760001754280	ACACA
ENSFM00760001754281	ACACA
ENSFM00250000001840	PON1
ENSFM00550000748387	PON1
ENSFM00250000001711	ONECUT3
ENSFM00390000126424	RFTN2
ENSFM00740001589414	ZNF764
ENSFM00250000001557	NIN
ENSFM00250000001136	TOM1L2
ENSFM00690001375190	TOM1L2
ENSFM00250000002772	NCK1
ENSFM00560000843039	NCK1
ENSFM00670001235852	OXT
ENSFM00770001847620	ZNF80
ENSFM00760001763026	TRAJ37
ENSFM00250000000940	RHOT1
ENSFM00760001719846	RHOT1
ENSFM00680001326527	RHOT1
ENSFM00680001326528	RHOT1
ENSFM00670001282428	TRAJ7
ENSFM00500000272025	HOGA1
ENSFM00500000401833	HOGA1
ENSFM00670001282433	TRAJ2
ENSFM00250000002893	PSAPL1
ENSFM00670001237676	C17orf58
ENSFM00500000351224	C17orf58
ENSFM00730001521152	OR52I1
ENSFM00740001589402	SP140L
ENSFM00500000275182	TMEM128
ENSFM00500000269867	ST3GAL5
ENSFM00550000754279	ST3GAL5
ENSFM00550000755211	ST3GAL5
ENSFM00670001235643	IGHV4OR15-8
ENSFM00760001743173	SHFM1
ENSFM00760001743174	SHFM1
ENSFM00760001743175	SHFM1
ENSFM00760001743176	SHFM1
ENSFM00500000497435	SHFM1
ENSFM00770001862249	SHFM1
ENSFM00770001862250	SHFM1
ENSFM00500000498089	SHFM1
ENSFM00500000498272	SHFM1
ENSFM00760001763457	SHFM1
ENSFM00500000276173	SHFM1
ENSFM00500000285248	SHFM1
ENSFM00250000000793	SORCS2
ENSFM00680001306690	SORCS2
ENSFM00500000270103	BTF3
ENSFM00250000001436	ATL1
ENSFM00640001120013	ATL1
ENSFM00640001120014	ATL1
ENSFM00640001120015	ATL1
ENSFM00640001120016	ATL1
ENSFM00250000000652	DIP2A
ENSFM00250000008984	TMED6
ENSFM00670001275937	NOMO3
ENSFM00660001189644	NOMO3
ENSFM00670001282168	NOMO3
ENSFM00260000050593	CCNE1
ENSFM00440000236908	ACKR3
ENSFM00250000005557	TRAPPC3
ENSFM00500000272290	ATF3
ENSFM00680001304709	ATF3
ENSFM00250000005349	BCCIP
ENSFM00500000275989	HHLA2
ENSFM00250000001034	RPSA
ENSFM00550000750245	RPSA
ENSFM00250000006840	NUP37
ENSFM00630001064090	NUP37
ENSFM00630001064091	NUP37
ENSFM00250000006164	RPAP3
ENSFM00250000000753	ERC1
ENSFM00500000272037	SLC8B1
ENSFM00630001070558	SLC8B1
ENSFM00250000004388	COPB1
ENSFM00800002003853	CD81
ENSFM00610000966125	CD81
ENSFM00410000138513	FOXG1
ENSFM00500000278663	MESP2
ENSFM00680001318776	SNTB2
ENSFM00500000286385	KRBOX1
ENSFM00250000002064	SLC35D1
ENSFM00470000251502	ZNF75D
ENSFM00800002003801	SLC26A1
ENSFM00670001282383	TRAJ54
ENSFM00670001282386	TRAJ50
ENSFM00570000851639	ZNF335
ENSFM00770001847535	CSNK1A1
ENSFM00600000944730	CSNK1A1
ENSFM00580000909261	CSNK1A1
ENSFM00470000252624	CSNK1A1
ENSFM00670001282381	TRAJ57
ENSFM00670001282431	TRAJ4
ENSFM00710001464845	FAM86B1
ENSFM00250000001335	FAM86B1
ENSFM00710001447641	FAM86B1
ENSFM00610000967358	FAM86B1
ENSFM00500000277534	FAM86B1
ENSFM00610000967362	FAM86B1
ENSFM00710001447385	FAM86B1
ENSFM00710001461191	FAM86B1
ENSFM00250000006995	ZNF827
ENSFM00250000000206	KRT6B
ENSFM00500000275424	CNFN
ENSFM00770001847620	ZNF550
ENSFM00670001235652	HIST1H1E
ENSFM00250000008638	ENO4
ENSFM00250000000002	ZNF426
ENSFM00500000302971	TRIAP1
ENSFM00250000003042	YY2
ENSFM00500000274910	FAM47A
ENSFM00740001589284	CORO7-PAM16
ENSFM00500000271735	CD74
ENSFM00600000942718	CD74
ENSFM00660001179397	BOLA2B
ENSFM00670001236758	BOLA2B
ENSFM00260000051612	SHROOM1
ENSFM00250000000221	FZD2
ENSFM00460000244977	RGSL1
ENSFM00660001170648	RGSL1
ENSFM00660001170649	RGSL1
ENSFM00660001181335	RGSL1
ENSFM00250000001660	MFN2
ENSFM00500000271407	SYCP3
ENSFM00250000001544	MIER3
ENSFM00550000757307	MIER3
ENSFM00550000767689	MIER3
ENSFM00670001244294	TRAV20
ENSFM00250000000231	COL11A1
ENSFM00670001242091	TFF1
ENSFM00250000019421	PRR32
ENSFM00550000746521	NABP1
ENSFM00250000004294	NABP1
ENSFM00730001521311	SULT1A3
ENSFM00660001189667	SULT1A3
ENSFM00670001282388	TRAJ48
ENSFM00680001326529	RHBDL3
ENSFM00500000270548	RHBDL3
ENSFM00250000000707	P4HA1
ENSFM00670001235627	TRAV38-2DV8
ENSFM00250000006008	WDR4
ENSFM00500000269910	ZP1
ENSFM00620001021126	ZP1
ENSFM00670001282387	TRAJ49
ENSFM00250000005616	FAM213A
ENSFM00670001235250	TRIM68
ENSFM00250000004752	HSPE1-MOB4
ENSFM00500000270482	HEY1
ENSFM00250000001386	UBE2Q2
ENSFM00660001175581	UBE2Q2
ENSFM00760001714826	PI4KB
ENSFM00550000770157	PI4KB
ENSFM00730001521834	OTOF
ENSFM00250000008743	LYPD4
ENSFM00670001236132	NDUFS6
ENSFM00260000050398	ETV1
ENSFM00550000762265	ETV1
ENSFM00760001714614	DNAJA4
ENSFM00620001020633	DNAJA4
ENSFM00620001020634	DNAJA4
ENSFM00250000001701	PDE4DIP
ENSFM00610000968086	PDE4DIP
ENSFM00610000967432	PDE4DIP
ENSFM00610000967430	PDE4DIP
ENSFM00610000967431	PDE4DIP
ENSFM00760001750479	PDE4DIP
ENSFM00610000965348	PDE4DIP
ENSFM00610000965349	PDE4DIP
ENSFM00610000967564	PDE4DIP
ENSFM00250000004408	MVD
ENSFM00660001189852	MVD
ENSFM00660001189853	MVD
ENSFM00600000926365	MVD
ENSFM00500000271219	ZDHHC6
ENSFM00670001241835	TRDV3
ENSFM00670001282408	TRAJ28
ENSFM00800002003795	TUBGCP2
ENSFM00710001460973	TUBGCP2
ENSFM00670001241914	TRAV26-2
ENSFM00290000065519	KCNA5
ENSFM00740001589491	VWA3B
ENSFM00610000962587	VWA3B
ENSFM00670001282423	TRAJ12
ENSFM00670001282382	TRAJ56
ENSFM00670001282417	TRAJ19
ENSFM00250000001768	PADI6
ENSFM00670001282384	TRAJ53
ENSFM00500000271749	TRAV41
ENSFM00670001282375	TRDJ4
ENSFM00760001723778	TTYH1
ENSFM00670001282422	TRAJ13
ENSFM00250000000857	HTR2C
ENSFM00500000271749	TRDC
ENSFM00250000005111	COPS4
ENSFM00580000909117	COPS4
ENSFM00730001522090	SEMA5B
ENSFM00550000767055	SEMA5B
ENSFM00250000000618	AKAP13
ENSFM00650001147255	AKAP13
ENSFM00760001763490	AKAP13
ENSFM00370000118610	CRISP1
ENSFM00250000008028	NUFIP1
ENSFM00250000001770	SLC14A1
ENSFM00690001370260	SLC14A1
ENSFM00600000921734	CT47A9
ENSFM00740001589497	SPDYE3
ENSFM00350000105417	MAPKAPK3
ENSFM00250000003537	EIF2B1
ENSFM00560000772078	ZIM2
ENSFM00440000236978	ZIM2
ENSFM00700001403467	ZIM2
ENSFM00250000001495	USP42
ENSFM00550000770307	USP42
ENSFM00580000909746	DCK
ENSFM00500000270099	DCK
ENSFM00580000909300	DCK
ENSFM00710001461418	THSD7B
ENSFM00740001589337	THSD7B
ENSFM00250000002115	KDELR3
ENSFM00760001715233	ZNF697
ENSFM00250000006126	MEIOB
ENSFM00660001172537	MEIOB
ENSFM00660001189603	MEIOB
ENSFM00670001235346	STMN2
ENSFM00250000004680	SSX2IP
ENSFM00720001501242	SSX2IP
ENSFM00250000000610	SYNGAP1
ENSFM00500000271943	DBF4
ENSFM00550000765791	DBF4
ENSFM00610000966504	BBS1
ENSFM00250000005034	BBS1
ENSFM00610000971150	BBS1
ENSFM00610000965878	BBS1
ENSFM00610000963453	BBS1
ENSFM00630001050589	G2E3
ENSFM00250000007041	SPP2
ENSFM00500000269998	CCNA2
ENSFM00420000140518	PPP1CB
ENSFM00550000748808	PPP1CB
ENSFM00250000002938	SUPT16H
ENSFM00640001109675	SUPT16H
ENSFM00640001109676	SUPT16H
ENSFM00640001119967	SUPT16H
ENSFM00250000008476	ERP29
ENSFM00550000769165	ERP29
ENSFM00630001067192	ERP29
ENSFM00250000002270	UPF3B
ENSFM00250000006152	LRWD1
ENSFM00560000814766	LRWD1
ENSFM00560000846228	LRWD1
ENSFM00730001521393	CYP4A22
ENSFM00550000748618	PEX13
ENSFM00500000452657	PEX13
ENSFM00250000005561	PEX13
ENSFM00550000765208	PEX13
ENSFM00250000009568	TSGA10IP
ENSFM00760001748491	TSGA10IP
ENSFM00760001751498	TSGA10IP
ENSFM00250000002173	FAM49A
ENSFM00730001521429	PPM1A
ENSFM00640001104953	PPM1A
ENSFM00250000004085	POLDIP3
ENSFM00250000001062	APBB1
ENSFM00600000921734	CT47A8
ENSFM00740001589324	ZC3HAV1
ENSFM00800002003960	KIAA1467
ENSFM00670001235428	IGLC3
ENSFM00780001898424	ADK
ENSFM00760001763082	ATP9B
ENSFM00600000945478	PABPC1
ENSFM00570000851024	PABPC1
ENSFM00600000945480	PABPC1
ENSFM00600000945479	PABPC1
ENSFM00600000945482	PABPC1
ENSFM00600000945481	PABPC1
ENSFM00740001589414	ZNF689
ENSFM00500000269776	TMPRSS7
ENSFM00260000050647	COPA
ENSFM00670001236627	GATC
ENSFM00630001053158	GATC
ENSFM00600000921734	CT47A11
ENSFM00430000230144	ARHGAP8
ENSFM00550000747586	ARHGAP8
ENSFM00600000921734	CT47A10
ENSFM00250000005588	MBTPS2
ENSFM00600000921344	IRX4
ENSFM00600000921868	MARCKSL1
ENSFM00500000270621	GBF1
ENSFM00260000050328	ADGRL2
ENSFM00680001303581	AFF1
ENSFM00580000908562	AFF1
ENSFM00250000001164	SPNS1
ENSFM00780001898447	FLOT2
ENSFM00690001373031	FLOT2
ENSFM00750001632339	KPNA2
ENSFM00680001326679	KPNA2
ENSFM00250000003074	PLEKHA2
ENSFM00670001253029	NKAIN4
ENSFM00250000002642	NKAIN4
ENSFM00760001714682	PHKA2
ENSFM00570000851010	NLRP12
ENSFM00730001521159	ABCB5
ENSFM00250000006435	INTU
ENSFM00560000771154	AP4S1
ENSFM00640001119982	AP4S1
ENSFM00640001112451	AP4S1
ENSFM00250000006578	SPAG7
ENSFM00670001273802	SPAG7
ENSFM00670001235889	DUSP26
ENSFM00250000000002	ZNF81
ENSFM00500000336510	ZNF81
ENSFM00700001393121	ZNF81
ENSFM00730001521340	PAK3
ENSFM00600000921857	EVA1B
ENSFM00600000921734	CT47A12
ENSFM00670001235442	CEACAM5
ENSFM00660001174249	MT3
ENSFM00660001174250	MT3
ENSFM00570000857362	MT3
ENSFM00660001174251	MT3
ENSFM00250000003325	MBD1
ENSFM00690001367883	MBD1
ENSFM00500000277534	FAM86C1
ENSFM00580000908504	FAM86C1
ENSFM00250000002018	CAPSL
ENSFM00250000004503	TTC3
ENSFM00800002003422	GABRA4
ENSFM00580000909712	GABRA4
ENSFM00580000909713	GABRA4
ENSFM00500000274684	TMEM223
ENSFM00250000002674	NOD2
ENSFM00680001307332	NOD2
ENSFM00680001319292	NOD2
ENSFM00800002003465	COPG1
ENSFM00580000906237	COPG1
ENSFM00580000906646	COPG1
ENSFM00760001714690	SLC25A28
ENSFM00270000056489	TNK1
ENSFM00730001539429	TNK1
ENSFM00690001375135	TNK1
ENSFM00670001277841	TNK1
ENSFM00500000270868	SLC25A27
ENSFM00500000270388	DUS1L
ENSFM00250000008936	WDR76
ENSFM00550000753364	FAM160B2
ENSFM00250000002572	FAM160B2
ENSFM00450000242135	CELA3A
ENSFM00550000745081	CELA3A
ENSFM00500000270241	CCNT2
ENSFM00550000753893	CCNT2
ENSFM00730001521868	OR8H3
ENSFM00670001282255	IGLJ4
ENSFM00250000005897	MTBP
ENSFM00600000940935	MTBP
ENSFM00730001521283	OR5B17
ENSFM00730001521921	AXL
ENSFM00670001282377	TRDJ3
ENSFM00250000000620	SSH1
ENSFM00630001072289	SSH1
ENSFM00250000006940	TMEM56-RWDD3
ENSFM00720001499659	TMEM56-RWDD3
ENSFM00250000006339	NAGK
ENSFM00550000758302	NAGK
ENSFM00550000769608	CRIM1
ENSFM00770001847601	KCNS3
ENSFM00550000760994	KCNS3
ENSFM00500000270284	RPL13
ENSFM00660001181977	RPL13
ENSFM00660001183016	RPL13
ENSFM00680001318813	RPL13
ENSFM00390000126901	DACT3
ENSFM00670001245243	SPANXA2
ENSFM00500000273954	TSR2
ENSFM00250000004074	TERF1
ENSFM00600000921298	MLLT3
ENSFM00250000004041	TMEM151A
ENSFM00670001236601	TIMM8A
ENSFM00780001898391	MYO1F
ENSFM00700001407430	MYO1F
ENSFM00700001407431	MYO1F
ENSFM00250000007619	PRR14
ENSFM00250000007960	RWDD3
ENSFM00250000004187	PSMD8
ENSFM00760001723809	PSMD8
ENSFM00690001364231	PSMD8
ENSFM00690001370503	PSMD8
ENSFM00730001521228	WNT4
ENSFM00500000289353	WNT4
ENSFM00550000750912	WNT4
ENSFM00580000902179	DACH1
ENSFM00500000269831	FGD1
ENSFM00730001521249	RAP1B
ENSFM00620001020969	RAP1B
ENSFM00550000757869	RAP1B
ENSFM00620001017674	RAP1B
ENSFM00620001017675	RAP1B
ENSFM00360000110072	DMRTC2
ENSFM00700001407636	KLK2
ENSFM00730001522110	KLK2
ENSFM00700001403451	KLK2
ENSFM00700001403452	KLK2
ENSFM00700001407638	KLK2
ENSFM00700001407637	KLK2
ENSFM00700001407639	KLK2
ENSFM00730001521361	OPRL1
ENSFM00670001235713	SFT2D1
ENSFM00730001522434	MAP2K5
ENSFM00760001759689	MAP2K5
ENSFM00500000270662	SAFB2
ENSFM00710001447869	SAFB2
ENSFM00570000851757	SH3D21
ENSFM00400000131855	NHSL1
ENSFM00790001962972	PRKACA
ENSFM00690001374374	PRKACA
ENSFM00690001374375	PRKACA
ENSFM00250000001250	STAU1
ENSFM00670001282407	TRAJ29
ENSFM00740001589533	ITGBL1
ENSFM00670001282391	TRAJ45
ENSFM00670001282374	TRDJ1
ENSFM00250000004942	HBP1
ENSFM00560000839485	HBP1
ENSFM00560000825824	HBP1
ENSFM00560000834927	HBP1
ENSFM00730001521475	CXCR2
ENSFM00550000770104	CXCR2
ENSFM00670001282414	TRAJ22
ENSFM00250000010738	TCHHL1
ENSFM00670001282424	TRAJ11
ENSFM00250000008270	LRP11
ENSFM00250000006660	PIK3R5
ENSFM00680001315980	PIK3R5
